supplier,solar_farm,costs
a_36,b_609,7830
a_37,b_609,8889
a_38,b_609,11870
a_39,b_609,7214
a_40,b_609,4781
a_41,b_609,6240
a_42,b_609,9983
a_43,b_609,4898
a_44,b_609,6898
a_45,b_609,7681
a_46,b_609,10938
a_47,b_609,7504
a_48,b_609,7073
a_49,b_609,2769
a_50,b_609,10413
a_51,b_609,7283
a_52,b_609,2799
a_53,b_609,11416
a_54,b_609,5375
a_55,b_609,7920
a_56,b_609,3409
a_57,b_609,10567
a_58,b_609,5662
a_59,b_609,5610
a_60,b_609,4333
a_61,b_609,1873
a_62,b_609,9603
a_63,b_609,10007
a_64,b_609,8864
a_65,b_609,11484
a_66,b_609,9544
a_67,b_609,3582
a_68,b_609,9462
a_69,b_609,1728
a_70,b_609,9644
a_71,b_609,6375
a_72,b_609,11763
a_73,b_609,1531
a_74,b_609,1806
a_75,b_609,10859
a_76,b_609,4409
a_77,b_609,8286
a_78,b_609,6244
a_79,b_609,8433
a_80,b_609,9783
a_81,b_609,1107
a_82,b_609,3503
a_83,b_609,9941
a_84,b_609,5110
a_85,b_609,10366
a_86,b_609,10483
a_87,b_609,3167
a_88,b_609,9932
a_89,b_609,8516
a_90,b_609,5726
a_91,b_609,3367
a_92,b_609,3447
a_93,b_609,9241
a_94,b_609,2865
a_95,b_609,7974
a_96,b_609,1194
a_97,b_609,2312
a_98,b_609,8054
a_99,b_609,3680
a_100,b_609,8059
a_1,b_610,4113
a_2,b_610,5505
a_3,b_610,8889
a_4,b_610,1135
a_5,b_610,8463
a_6,b_610,1985
a_7,b_610,1772
a_8,b_610,11198
a_9,b_610,10866
a_10,b_610,8141
a_11,b_610,4383
a_12,b_610,7781
a_13,b_610,11203
a_14,b_610,7879
a_15,b_610,4737
a_16,b_610,6647
a_17,b_610,3860
a_18,b_610,7536
a_19,b_610,7790
a_20,b_610,10920
a_21,b_610,11933
a_22,b_610,9490
a_23,b_610,10936
a_24,b_610,6131
a_25,b_610,9882
a_26,b_610,8232
a_27,b_610,4792
a_28,b_610,1222
a_29,b_610,11141
a_30,b_610,3859
a_31,b_610,9049
a_32,b_610,8049
a_33,b_610,1104
a_34,b_610,2378
a_35,b_610,8007
a_36,b_610,10892
a_37,b_610,7970
a_38,b_610,5083
a_39,b_610,7877
a_40,b_610,3724
a_41,b_610,8437
a_42,b_610,2540
a_43,b_610,8950
a_44,b_610,6326
a_45,b_610,11982
a_46,b_610,3060
a_47,b_610,11201
a_48,b_610,3969
a_49,b_610,1562
a_50,b_610,9728
a_51,b_610,9721
a_52,b_610,7333
a_53,b_610,3859
a_54,b_610,4741
a_55,b_610,3480
a_56,b_610,11427
a_57,b_610,9437
a_58,b_610,9244
a_59,b_610,5047
a_60,b_610,2093
a_61,b_610,3780
a_62,b_610,9799
a_63,b_610,11131
a_64,b_610,4295
a_65,b_610,11911
a_66,b_610,3375
a_67,b_610,3709
a_68,b_610,11786
a_69,b_610,7731
a_70,b_610,11232
a_71,b_610,5639
a_72,b_610,2171
a_73,b_610,4224
a_74,b_610,9999
a_75,b_610,2717
a_76,b_610,5479
a_77,b_610,3389
a_78,b_610,4907
a_79,b_610,4569
a_80,b_610,11250
a_81,b_610,9744
a_82,b_610,1391
a_83,b_610,11269
a_84,b_610,8081
a_85,b_610,9973
a_86,b_610,7971
a_87,b_610,6273
a_88,b_610,6201
a_89,b_610,10478
a_90,b_610,2147
a_91,b_610,11407
a_92,b_610,6534
a_93,b_610,4478
a_94,b_610,5297
a_95,b_610,4982
a_96,b_610,4194
a_97,b_610,11549
a_98,b_610,5039
a_99,b_610,10150
a_100,b_610,2003
a_1,b_611,2293
a_2,b_611,4297
a_3,b_611,7912
a_4,b_611,5185
a_5,b_611,8235
a_6,b_611,9636
a_7,b_611,4799
a_8,b_611,8991
a_9,b_611,6511
a_10,b_611,8792
a_11,b_611,7270
a_12,b_611,1173
a_13,b_611,1746
a_14,b_611,1414
a_15,b_611,6670
a_16,b_611,1560
a_17,b_611,7069
a_18,b_611,8483
a_19,b_611,6773
a_20,b_611,5004
a_21,b_611,7513
a_22,b_611,1425
a_23,b_611,8972
a_24,b_611,7762
a_25,b_611,8562
a_26,b_611,4752
a_27,b_611,6059
a_28,b_611,5457
a_29,b_611,7069
a_30,b_611,4917
a_31,b_611,4168
a_32,b_611,3231
a_33,b_611,1586
a_34,b_611,9365
a_35,b_611,6543
a_36,b_611,1975
a_37,b_611,1612
a_38,b_611,10317
a_39,b_611,4157
a_40,b_611,5780
a_41,b_611,8050
a_42,b_611,10180
a_43,b_611,4193
a_44,b_611,7547
a_45,b_611,8103
a_46,b_611,4248
a_47,b_611,5861
a_48,b_611,8896
a_49,b_611,11879
a_50,b_611,9023
a_51,b_611,8386
a_52,b_611,3685
a_53,b_611,3203
a_54,b_611,4086
a_55,b_611,1359
a_56,b_611,4904
a_57,b_611,2348
a_58,b_611,5081
a_59,b_611,10411
a_60,b_611,10522
a_61,b_611,9076
a_62,b_611,8537
a_63,b_611,9254
a_64,b_611,10801
a_65,b_611,2690
a_66,b_611,5257
a_67,b_611,8002
a_68,b_611,5402
a_69,b_611,2746
a_70,b_611,4096
a_71,b_611,3627
a_72,b_611,6048
a_73,b_611,2013
a_74,b_611,2831
a_75,b_611,11178
a_76,b_611,2696
a_77,b_611,6442
a_78,b_611,7297
a_79,b_611,2541
a_80,b_611,4129
a_81,b_611,4330
a_82,b_611,8084
a_83,b_611,3677
a_84,b_611,7346
a_85,b_611,7729
a_86,b_611,2141
a_87,b_611,1866
a_88,b_611,6326
a_89,b_611,2409
a_90,b_611,11402
a_91,b_611,2586
a_92,b_611,10818
a_93,b_611,4657
a_94,b_611,4844
a_95,b_611,11565
a_96,b_611,2582
a_97,b_611,1387
a_98,b_611,10011
a_99,b_611,2431
a_100,b_611,5669
a_1,b_612,7726
a_2,b_612,9302
a_3,b_612,11282
a_4,b_612,1854
a_5,b_612,11586
a_6,b_612,4672
a_7,b_612,5649
a_8,b_612,5471
a_9,b_612,6400
a_10,b_612,3114
a_11,b_612,1017
a_12,b_612,8250
a_13,b_612,3356
a_14,b_612,4883
a_15,b_612,2035
a_16,b_612,7145
a_17,b_612,9499
a_18,b_612,6917
a_19,b_612,9139
a_20,b_612,1121
a_21,b_612,10054
a_22,b_612,3083
a_23,b_612,7810
a_24,b_612,4861
a_25,b_612,9469
a_26,b_612,8881
a_27,b_612,5137
a_28,b_612,7701
a_29,b_612,11265
a_30,b_612,1983
a_31,b_612,7094
a_32,b_612,5945
a_33,b_612,6017
a_34,b_612,5094
a_35,b_612,11044
a_36,b_612,1976
a_37,b_612,4374
a_38,b_612,2142
a_39,b_612,6072
a_40,b_612,3104
a_41,b_612,10796
a_42,b_612,1953
a_43,b_612,7001
a_44,b_612,8154
a_45,b_612,5377
a_46,b_612,4267
a_47,b_612,10477
a_48,b_612,3034
a_49,b_612,4248
a_50,b_612,7155
a_51,b_612,9454
a_52,b_612,11457
a_53,b_612,5807
a_54,b_612,7937
a_55,b_612,5501
a_56,b_612,5803
a_57,b_612,3913
a_58,b_612,2476
a_59,b_612,7043
a_60,b_612,4367
a_61,b_612,3912
a_62,b_612,6939
a_63,b_612,6517
a_64,b_612,11637
a_65,b_612,10511
a_66,b_612,11528
a_67,b_612,4670
a_68,b_612,6738
a_69,b_612,2474
a_70,b_612,8700
a_71,b_612,8976
a_72,b_612,10128
a_73,b_612,11546
a_74,b_612,5816
a_75,b_612,9964
a_76,b_612,3153
a_77,b_612,7485
a_78,b_612,4863
a_79,b_612,1340
a_80,b_612,4136
a_81,b_612,11098
a_82,b_612,11408
a_83,b_612,1467
a_84,b_612,5529
a_85,b_612,7448
a_86,b_612,4048
a_87,b_612,4855
a_88,b_612,2658
a_89,b_612,3435
a_90,b_612,3564
a_91,b_612,10112
a_92,b_612,3322
a_93,b_612,6153
a_94,b_612,4553
a_95,b_612,3147
a_96,b_612,8630
a_97,b_612,6515
a_98,b_612,9201
a_99,b_612,3306
a_100,b_612,4476
a_1,b_613,3666
a_2,b_613,2408
a_3,b_613,5582
a_4,b_613,2138
a_5,b_613,4220
a_6,b_613,4282
a_7,b_613,9581
a_8,b_613,2529
a_9,b_613,6854
a_10,b_613,2000
a_11,b_613,10714
a_12,b_613,7465
a_13,b_613,5185
a_14,b_613,9552
a_15,b_613,3024
a_16,b_613,5304
a_17,b_613,11080
a_18,b_613,6825
a_19,b_613,11437
a_20,b_613,8965
a_21,b_613,4360
a_22,b_613,1725
a_23,b_613,6869
a_24,b_613,8298
a_25,b_613,9924
a_26,b_613,9112
a_27,b_613,6856
a_28,b_613,7144
a_29,b_613,6268
a_30,b_613,5722
a_31,b_613,9779
a_32,b_613,9158
a_33,b_613,5541
a_34,b_613,4359
a_35,b_613,9124
a_36,b_613,1257
a_37,b_613,5081
a_38,b_613,6242
a_39,b_613,9282
a_40,b_613,6655
a_41,b_613,4600
a_42,b_613,3584
a_43,b_613,7256
a_44,b_613,9595
a_45,b_613,8031
a_46,b_613,6154
a_47,b_613,10962
a_48,b_613,11432
a_49,b_613,6310
a_50,b_613,5793
a_51,b_613,7654
a_52,b_613,1145
a_53,b_613,8813
a_54,b_613,11098
a_55,b_613,8378
a_56,b_613,6670
a_57,b_613,3814
a_58,b_613,10233
a_59,b_613,3470
a_60,b_613,5547
a_61,b_613,1941
a_62,b_613,1409
a_63,b_613,4168
a_64,b_613,8046
a_65,b_613,5259
a_66,b_613,6427
a_67,b_613,4873
a_68,b_613,2559
a_69,b_613,4949
a_70,b_613,5374
a_71,b_613,7160
a_72,b_613,7852
a_73,b_613,9810
a_74,b_613,11810
a_75,b_613,8564
a_76,b_613,2076
a_77,b_613,5290
a_78,b_613,3600
a_79,b_613,9005
a_80,b_613,2416
a_81,b_613,6789
a_82,b_613,11611
a_83,b_613,3084
a_84,b_613,8232
a_85,b_613,5889
a_86,b_613,11102
a_87,b_613,2340
a_88,b_613,3229
a_89,b_613,8385
a_90,b_613,7043
a_91,b_613,1678
a_92,b_613,9804
a_93,b_613,1230
a_94,b_613,11452
a_95,b_613,2816
a_96,b_613,4197
a_97,b_613,8400
a_98,b_613,5355
a_99,b_613,5731
a_100,b_613,5421
a_1,b_614,9852
a_2,b_614,4528
a_3,b_614,4196
a_4,b_614,6556
a_5,b_614,3512
a_6,b_614,6841
a_7,b_614,2375
a_8,b_614,5383
a_9,b_614,1196
a_10,b_614,2098
a_11,b_614,4511
a_12,b_614,8631
a_13,b_614,5936
a_14,b_614,6340
a_15,b_614,3907
a_16,b_614,1948
a_17,b_614,4927
a_18,b_614,3466
a_19,b_614,4484
a_20,b_614,6557
a_21,b_614,1675
a_22,b_614,10343
a_23,b_614,2953
a_24,b_614,11690
a_25,b_614,8156
a_26,b_614,5346
a_27,b_614,9047
a_28,b_614,9086
a_29,b_614,5800
a_30,b_614,2080
a_31,b_614,6639
a_32,b_614,3202
a_33,b_614,6543
a_34,b_614,5524
a_35,b_614,8738
a_36,b_614,9645
a_37,b_614,11494
a_38,b_614,9847
a_39,b_614,6237
a_40,b_614,1897
a_41,b_614,2016
a_42,b_614,7882
a_43,b_614,8767
a_44,b_614,8313
a_45,b_614,1525
a_46,b_614,10511
a_47,b_614,7394
a_48,b_614,4345
a_49,b_614,7177
a_50,b_614,11673
a_51,b_614,3199
a_52,b_614,5426
a_53,b_614,1111
a_54,b_614,9901
a_55,b_614,2357
a_56,b_614,4425
a_57,b_614,10176
a_58,b_614,11981
a_59,b_614,2402
a_60,b_614,9220
a_61,b_614,9765
a_62,b_614,10713
a_63,b_614,10727
a_64,b_614,11427
a_65,b_614,10491
a_66,b_614,7816
a_67,b_614,10980
a_68,b_614,3136
a_69,b_614,6376
a_70,b_614,8933
a_71,b_614,4347
a_72,b_614,6828
a_73,b_614,11313
a_74,b_614,9722
a_75,b_614,6366
a_76,b_614,9064
a_77,b_614,10192
a_78,b_614,6348
a_79,b_614,10873
a_80,b_614,6332
a_81,b_614,3158
a_82,b_614,5748
a_83,b_614,2101
a_84,b_614,11224
a_85,b_614,10271
a_86,b_614,3971
a_87,b_614,2213
a_88,b_614,2743
a_89,b_614,9491
a_90,b_614,6947
a_91,b_614,9218
a_92,b_614,10480
a_93,b_614,1640
a_94,b_614,5970
a_95,b_614,2866
a_96,b_614,8399
a_97,b_614,4359
a_98,b_614,1018
a_99,b_614,2471
a_100,b_614,6332
a_1,b_615,7666
a_2,b_615,1015
a_3,b_615,6101
a_4,b_615,7508
a_5,b_615,9494
a_6,b_615,2394
a_7,b_615,9367
a_8,b_615,10623
a_9,b_615,3828
a_10,b_615,6661
a_11,b_615,6805
a_12,b_615,11519
a_13,b_615,1503
a_14,b_615,3246
a_15,b_615,8077
a_16,b_615,1144
a_17,b_615,4433
a_18,b_615,4220
a_19,b_615,7241
a_20,b_615,5789
a_21,b_615,8274
a_22,b_615,9779
a_23,b_615,2347
a_24,b_615,10209
a_25,b_615,1799
a_26,b_615,3909
a_27,b_615,2851
a_28,b_615,2929
a_29,b_615,7624
a_30,b_615,10496
a_31,b_615,9924
a_32,b_615,2858
a_33,b_615,10375
a_34,b_615,3210
a_35,b_615,1775
a_36,b_615,6590
a_37,b_615,4883
a_38,b_615,7316
a_39,b_615,9903
a_40,b_615,8636
a_41,b_615,7294
a_42,b_615,9856
a_43,b_615,9397
a_44,b_615,10734
a_45,b_615,1459
a_46,b_615,1466
a_47,b_615,2146
a_48,b_615,6951
a_49,b_615,5460
a_50,b_615,4787
a_51,b_615,6419
a_52,b_615,2331
a_53,b_615,1028
a_54,b_615,11283
a_55,b_615,11236
a_56,b_615,2697
a_57,b_615,11953
a_58,b_615,2275
a_59,b_615,5064
a_60,b_615,11028
a_61,b_615,4406
a_62,b_615,9914
a_63,b_615,6897
a_64,b_615,6982
a_65,b_615,11556
a_66,b_615,3173
a_67,b_615,3678
a_68,b_615,8423
a_69,b_615,7260
a_70,b_615,6825
a_71,b_615,2413
a_72,b_615,1477
a_73,b_615,8113
a_74,b_615,3102
a_75,b_615,5765
a_76,b_615,2105
a_77,b_615,6665
a_78,b_615,3849
a_79,b_615,2901
a_80,b_615,1625
a_81,b_615,2437
a_82,b_615,6644
a_83,b_615,9539
a_84,b_615,3152
a_85,b_615,2305
a_86,b_615,11481
a_87,b_615,5779
a_88,b_615,1206
a_89,b_615,9326
a_90,b_615,1991
a_91,b_615,6888
a_92,b_615,1361
a_93,b_615,7180
a_94,b_615,4137
a_95,b_615,1741
a_96,b_615,3705
a_97,b_615,3720
a_98,b_615,11703
a_99,b_615,5377
a_100,b_615,6427
a_1,b_616,3279
a_2,b_616,2471
a_3,b_616,3717
a_4,b_616,9424
a_5,b_616,9587
a_6,b_616,2013
a_7,b_616,10699
a_8,b_616,10610
a_9,b_616,11647
a_10,b_616,5942
a_11,b_616,5181
a_12,b_616,8959
a_13,b_616,1651
a_14,b_616,8365
a_15,b_616,4838
a_16,b_616,1023
a_17,b_616,3236
a_18,b_616,8227
a_19,b_616,3924
a_20,b_616,7774
a_21,b_616,8947
a_22,b_616,9985
a_23,b_616,11139
a_24,b_616,9717
a_25,b_616,11226
a_26,b_616,1773
a_27,b_616,2243
a_28,b_616,10020
a_29,b_616,2723
a_30,b_616,8424
a_31,b_616,5486
a_32,b_616,7613
a_33,b_616,10044
a_34,b_616,5374
a_35,b_616,1358
a_36,b_616,8996
a_37,b_616,11871
a_38,b_616,10428
a_39,b_616,6905
a_40,b_616,7998
a_41,b_616,6365
a_42,b_616,8050
a_43,b_616,2419
a_44,b_616,10258
a_45,b_616,6869
a_46,b_616,10440
a_47,b_616,1939
a_48,b_616,3597
a_49,b_616,9003
a_50,b_616,7587
a_51,b_616,4852
a_52,b_616,7621
a_53,b_616,8391
a_54,b_616,10387
a_55,b_616,10018
a_56,b_616,8813
a_57,b_616,9652
a_58,b_616,5236
a_59,b_616,11873
a_60,b_616,7111
a_61,b_616,8174
a_62,b_616,7263
a_63,b_616,6672
a_64,b_616,1242
a_65,b_616,9715
a_66,b_616,11989
a_67,b_616,2609
a_68,b_616,8193
a_69,b_616,9168
a_70,b_616,5043
a_71,b_616,11031
a_72,b_616,3054
a_73,b_616,11615
a_74,b_616,2680
a_75,b_616,4195
a_76,b_616,11050
a_77,b_616,2302
a_78,b_616,3310
a_79,b_616,9327
a_80,b_616,7297
a_81,b_616,10853
a_82,b_616,4779
a_83,b_616,4342
a_84,b_616,11872
a_85,b_616,8328
a_86,b_616,8691
a_87,b_616,10885
a_88,b_616,9456
a_89,b_616,1893
a_90,b_616,10534
a_91,b_616,7222
a_92,b_616,10010
a_93,b_616,2570
a_94,b_616,7795
a_95,b_616,4576
a_96,b_616,9374
a_97,b_616,2281
a_98,b_616,5346
a_99,b_616,9486
a_100,b_616,6958
a_1,b_617,9837
a_2,b_617,3785
a_3,b_617,10304
a_4,b_617,8103
a_5,b_617,3713
a_6,b_617,9886
a_7,b_617,6558
a_8,b_617,8324
a_9,b_617,3530
a_10,b_617,1031
a_11,b_617,9095
a_12,b_617,9252
a_13,b_617,3694
a_14,b_617,9993
a_15,b_617,8590
a_16,b_617,1961
a_17,b_617,4729
a_18,b_617,1335
a_19,b_617,5938
a_20,b_617,7080
a_21,b_617,7458
a_22,b_617,2177
a_23,b_617,9099
a_24,b_617,1259
a_25,b_617,6283
a_26,b_617,8723
a_27,b_617,6021
a_28,b_617,7778
a_29,b_617,5602
a_30,b_617,8314
a_31,b_617,3777
a_32,b_617,7473
a_33,b_617,1129
a_34,b_617,4010
a_35,b_617,11801
a_36,b_617,11839
a_37,b_617,8143
a_38,b_617,6064
a_39,b_617,1442
a_40,b_617,7622
a_41,b_617,11282
a_42,b_617,3541
a_43,b_617,11299
a_44,b_617,7310
a_45,b_617,11542
a_46,b_617,8583
a_47,b_617,7407
a_48,b_617,10786
a_49,b_617,4566
a_50,b_617,10974
a_51,b_617,11093
a_52,b_617,2260
a_53,b_617,3617
a_54,b_617,2545
a_55,b_617,6188
a_56,b_617,1233
a_57,b_617,9625
a_58,b_617,3788
a_59,b_617,5733
a_60,b_617,8633
a_61,b_617,1422
a_62,b_617,6747
a_63,b_617,8909
a_64,b_617,5293
a_65,b_617,10195
a_66,b_617,4916
a_67,b_617,9653
a_68,b_617,3108
a_69,b_617,2465
a_70,b_617,1552
a_71,b_617,2400
a_72,b_617,3829
a_73,b_617,1842
a_74,b_617,5573
a_75,b_617,10455
a_76,b_617,5844
a_77,b_617,7155
a_78,b_617,8398
a_79,b_617,4290
a_80,b_617,6542
a_81,b_617,2180
a_82,b_617,7782
a_83,b_617,2042
a_84,b_617,6317
a_85,b_617,7322
a_86,b_617,7412
a_87,b_617,9615
a_88,b_617,9321
a_89,b_617,6613
a_90,b_617,5441
a_91,b_617,8957
a_92,b_617,3143
a_93,b_617,4976
a_94,b_617,9226
a_95,b_617,5189
a_96,b_617,3251
a_97,b_617,1019
a_98,b_617,9241
a_99,b_617,8470
a_100,b_617,8049
a_1,b_618,2393
a_2,b_618,9264
a_3,b_618,3840
a_4,b_618,9240
a_5,b_618,5240
a_6,b_618,11337
a_7,b_618,9184
a_8,b_618,1649
a_9,b_618,7963
a_10,b_618,5230
a_11,b_618,11560
a_12,b_618,3009
a_13,b_618,3515
a_14,b_618,10928
a_15,b_618,2586
a_16,b_618,8200
a_17,b_618,1217
a_18,b_618,2554
a_19,b_618,8233
a_20,b_618,1290
a_21,b_618,5465
a_22,b_618,1348
a_23,b_618,1820
a_24,b_618,3945
a_25,b_618,8260
a_26,b_618,4024
a_27,b_618,4378
a_28,b_618,4651
a_29,b_618,5112
a_30,b_618,3420
a_31,b_618,1446
a_32,b_618,9502
a_33,b_618,2023
a_34,b_618,6768
a_35,b_618,9181
a_36,b_618,9380
a_37,b_618,5553
a_38,b_618,3700
a_39,b_618,3465
a_40,b_618,1877
a_41,b_618,5477
a_42,b_618,9011
a_43,b_618,3415
a_44,b_618,7564
a_45,b_618,11223
a_46,b_618,8802
a_47,b_618,10213
a_48,b_618,10140
a_49,b_618,4854
a_50,b_618,6190
a_51,b_618,9683
a_52,b_618,7940
a_53,b_618,4530
a_54,b_618,6856
a_55,b_618,2536
a_56,b_618,3079
a_57,b_618,2832
a_58,b_618,3533
a_59,b_618,5265
a_60,b_618,9854
a_61,b_618,1797
a_62,b_618,3410
a_63,b_618,8649
a_64,b_618,7497
a_65,b_618,7641
a_66,b_618,5752
a_67,b_618,5473
a_68,b_618,7831
a_69,b_618,8012
a_70,b_618,10701
a_71,b_618,4044
a_72,b_618,10205
a_73,b_618,6748
a_74,b_618,9445
a_75,b_618,11106
a_76,b_618,8912
a_77,b_618,3620
a_78,b_618,10481
a_79,b_618,2951
a_80,b_618,7777
a_81,b_618,10806
a_82,b_618,3173
a_83,b_618,11011
a_84,b_618,4688
a_85,b_618,7113
a_86,b_618,2078
a_87,b_618,8147
a_88,b_618,1340
a_89,b_618,1866
a_90,b_618,7522
a_91,b_618,4630
a_92,b_618,1439
a_93,b_618,2789
a_94,b_618,8433
a_95,b_618,5966
a_96,b_618,9561
a_97,b_618,1081
a_98,b_618,1285
a_99,b_618,7468
a_100,b_618,8178
a_1,b_619,1044
a_2,b_619,5157
a_3,b_619,5419
a_4,b_619,4959
a_5,b_619,9234
a_6,b_619,3245
a_7,b_619,6785
a_8,b_619,6164
a_9,b_619,9833
a_10,b_619,7324
a_11,b_619,4937
a_12,b_619,5175
a_13,b_619,11452
a_14,b_619,9956
a_15,b_619,6894
a_16,b_619,7051
a_17,b_619,4426
a_18,b_619,8796
a_19,b_619,4930
a_20,b_619,7221
a_21,b_619,10820
a_22,b_619,10470
a_23,b_619,8200
a_24,b_619,11729
a_25,b_619,6785
a_26,b_619,11102
a_27,b_619,8063
a_28,b_619,8168
a_29,b_619,5205
a_30,b_619,10533
a_31,b_619,2752
a_32,b_619,9816
a_33,b_619,11225
a_34,b_619,2703
a_35,b_619,6090
a_36,b_619,5358
a_37,b_619,10221
a_38,b_619,6497
a_39,b_619,11149
a_40,b_619,11624
a_41,b_619,6704
a_42,b_619,10878
a_43,b_619,7343
a_44,b_619,1384
a_45,b_619,5010
a_46,b_619,10880
a_47,b_619,2000
a_48,b_619,2633
a_49,b_619,10757
a_50,b_619,9833
a_51,b_619,4490
a_52,b_619,3034
a_53,b_619,7558
a_54,b_619,4459
a_55,b_619,3273
a_56,b_619,7073
a_57,b_619,3871
a_58,b_619,4925
a_59,b_619,1449
a_60,b_619,7460
a_61,b_619,4147
a_62,b_619,10453
a_63,b_619,5349
a_64,b_619,8661
a_65,b_619,10057
a_66,b_619,6292
a_67,b_619,10836
a_68,b_619,5933
a_69,b_619,11283
a_70,b_619,5206
a_71,b_619,2596
a_72,b_619,11913
a_73,b_619,1379
a_74,b_619,9705
a_75,b_619,6125
a_76,b_619,3727
a_77,b_619,6578
a_78,b_619,9304
a_79,b_619,9208
a_80,b_619,7701
a_81,b_619,7418
a_82,b_619,5051
a_83,b_619,9178
a_84,b_619,2100
a_85,b_619,11209
a_86,b_619,9045
a_87,b_619,1850
a_88,b_619,4050
a_89,b_619,5378
a_90,b_619,3689
a_91,b_619,8991
a_92,b_619,11354
a_93,b_619,7191
a_94,b_619,4332
a_95,b_619,5725
a_96,b_619,3281
a_97,b_619,5284
a_98,b_619,10384
a_99,b_619,4632
a_100,b_619,4548
a_1,b_620,9810
a_2,b_620,2300
a_3,b_620,11058
a_4,b_620,7529
a_5,b_620,10642
a_6,b_620,2191
a_7,b_620,3238
a_8,b_620,5348
a_9,b_620,7222
a_10,b_620,11135
a_11,b_620,3214
a_12,b_620,1189
a_13,b_620,8595
a_14,b_620,7214
a_15,b_620,11648
a_16,b_620,3909
a_17,b_620,5571
a_18,b_620,7257
a_19,b_620,6374
a_20,b_620,10180
a_21,b_620,11289
a_22,b_620,7666
a_23,b_620,5318
a_24,b_620,2130
a_25,b_620,3532
a_26,b_620,8110
a_27,b_620,9765
a_28,b_620,3086
a_29,b_620,10390
a_30,b_620,5259
a_31,b_620,1364
a_32,b_620,3430
a_33,b_620,11840
a_34,b_620,2906
a_35,b_620,10460
a_36,b_620,9499
a_37,b_620,3963
a_38,b_620,7717
a_39,b_620,8784
a_40,b_620,2079
a_41,b_620,6969
a_42,b_620,4681
a_43,b_620,5422
a_44,b_620,3253
a_45,b_620,4234
a_46,b_620,9749
a_47,b_620,4340
a_48,b_620,1069
a_49,b_620,6728
a_50,b_620,4405
a_51,b_620,3543
a_52,b_620,10916
a_53,b_620,11522
a_54,b_620,2494
a_55,b_620,3540
a_56,b_620,9583
a_57,b_620,6754
a_58,b_620,8036
a_59,b_620,1982
a_60,b_620,9943
a_61,b_620,10721
a_62,b_620,9549
a_63,b_620,1591
a_64,b_620,8690
a_65,b_620,10737
a_66,b_620,1525
a_67,b_620,1299
a_68,b_620,2241
a_69,b_620,7334
a_70,b_620,7123
a_71,b_620,6547
a_72,b_620,11788
a_73,b_620,2740
a_74,b_620,8639
a_75,b_620,10433
a_76,b_620,6088
a_77,b_620,8879
a_78,b_620,9936
a_79,b_620,11498
a_80,b_620,2318
a_81,b_620,2311
a_82,b_620,1555
a_83,b_620,11321
a_84,b_620,5471
a_85,b_620,2546
a_86,b_620,11703
a_87,b_620,1128
a_88,b_620,2460
a_89,b_620,10773
a_90,b_620,4010
a_91,b_620,9401
a_92,b_620,9556
a_93,b_620,10982
a_94,b_620,1867
a_95,b_620,1610
a_96,b_620,10614
a_97,b_620,10265
a_98,b_620,6732
a_99,b_620,6519
a_100,b_620,7186
a_1,b_621,2812
a_2,b_621,9947
a_3,b_621,3029
a_4,b_621,2683
a_5,b_621,5576
a_6,b_621,8250
a_7,b_621,4309
a_8,b_621,1356
a_9,b_621,11462
a_10,b_621,2690
a_11,b_621,4598
a_12,b_621,7018
a_13,b_621,4670
a_14,b_621,5631
a_15,b_621,10369
a_16,b_621,6685
a_17,b_621,1307
a_18,b_621,7876
a_19,b_621,5567
a_20,b_621,4368
a_21,b_621,5505
a_22,b_621,10669
a_23,b_621,3225
a_24,b_621,8918
a_25,b_621,5752
a_26,b_621,11293
a_27,b_621,3668
a_28,b_621,7514
a_29,b_621,7518
a_30,b_621,7412
a_31,b_621,4351
a_32,b_621,8876
a_33,b_621,6293
a_34,b_621,5812
a_35,b_621,3928
a_36,b_621,1639
a_37,b_621,3566
a_38,b_621,7779
a_39,b_621,5515
a_40,b_621,3874
a_41,b_621,1514
a_42,b_621,7124
a_43,b_621,6456
a_44,b_621,11513
a_45,b_621,5165
a_46,b_621,6191
a_47,b_621,10727
a_48,b_621,2154
a_49,b_621,9098
a_50,b_621,7834
a_51,b_621,6670
a_52,b_621,9303
a_53,b_621,11695
a_54,b_621,1480
a_55,b_621,10731
a_56,b_621,3073
a_57,b_621,11490
a_58,b_621,10795
a_59,b_621,8110
a_60,b_621,9268
a_61,b_621,11461
a_62,b_621,7072
a_63,b_621,11828
a_64,b_621,8113
a_65,b_621,3437
a_66,b_621,3755
a_67,b_621,4710
a_68,b_621,10097
a_69,b_621,3429
a_70,b_621,5577
a_71,b_621,9294
a_72,b_621,4886
a_73,b_621,5194
a_74,b_621,8399
a_75,b_621,7052
a_76,b_621,9043
a_77,b_621,7521
a_78,b_621,4292
a_79,b_621,8168
a_80,b_621,7245
a_81,b_621,9039
a_82,b_621,3550
a_83,b_621,1180
a_84,b_621,7576
a_85,b_621,2480
a_86,b_621,9833
a_87,b_621,4591
a_88,b_621,2120
a_89,b_621,3635
a_90,b_621,7239
a_91,b_621,7748
a_92,b_621,2092
a_93,b_621,8239
a_94,b_621,2470
a_95,b_621,5620
a_96,b_621,2111
a_97,b_621,2140
a_98,b_621,4376
a_99,b_621,1808
a_100,b_621,9033
a_1,b_622,8194
a_2,b_622,8838
a_3,b_622,9335
a_4,b_622,7319
a_5,b_622,1654
a_6,b_622,5767
